Dataset,Detector,WindowType,TriggerN,DriftType,Precision,Recall,F1,LatencyDocs,LatencyMs,FAR,D1,D2,R
newsgroups,mmd,sliding,100,sudden,0.2000,1.0000,0.3333,120.00,25873.00,0.003521,231.5000,514.0000,0.5000
newsgroups,mmd,sliding,100,gradual,0.2000,1.0000,0.3333,121.00,15701.00,0.003521,231.5000,514.0000,0.5000
newsgroups,mmd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.003521,231.5000,514.0000,0.5000
newsgroups,padd,sliding,100,sudden,0.0000,0.0000,0.0000,nan,nan,0.000880,nan,nan,nan
newsgroups,padd,sliding,100,gradual,0.0000,0.0000,0.0000,nan,nan,0.000880,nan,nan,nan
newsgroups,padd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.000880,nan,nan,nan
newsgroups,mmd,sliding,100,sudden,0.5000,1.0000,0.6667,3.00,28672.00,0.000880,145.5000,593.0000,0.5000
newsgroups,mmd,sliding,100,gradual,0.5000,1.0000,0.6667,194.00,40767.00,0.000880,145.5000,593.0000,0.5000
newsgroups,mmd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.000880,145.5000,593.0000,0.5000
newsgroups,padd,sliding,100,sudden,1.0000,1.0000,1.0000,152.00,31269.00,0.000000,128.0000,450.6667,0.5000
newsgroups,padd,sliding,100,gradual,1.0000,1.0000,1.0000,34.00,10220.00,0.000000,128.0000,450.6667,0.5000
newsgroups,padd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.000000,128.0000,450.6667,0.5000
newsgroups,mmd,sliding,100,sudden,0.3333,1.0000,0.5000,4.00,27885.00,0.001762,17.5000,401.3333,0.5000
newsgroups,mmd,sliding,100,gradual,0.3333,1.0000,0.5000,31.00,6609.00,0.001762,17.5000,401.3333,0.5000
newsgroups,mmd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.001762,17.5000,401.3333,0.5000
newsgroups,padd,sliding,100,sudden,0.5000,1.0000,0.6667,257.00,39891.00,0.000881,166.5000,500.6667,0.5000
newsgroups,padd,sliding,100,gradual,0.5000,1.0000,0.6667,31.00,6033.00,0.000881,166.5000,500.6667,0.5000
newsgroups,padd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.000881,166.5000,500.6667,0.5000
newsgroups,mmd,sliding,100,sudden,0.2000,1.0000,0.3333,97.00,26813.00,0.003521,98.5000,432.3333,0.5000
newsgroups,mmd,sliding,100,gradual,0.2000,1.0000,0.3333,100.00,13253.00,0.003521,98.5000,432.3333,0.5000
newsgroups,mmd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.003521,98.5000,432.3333,0.5000
newsgroups,padd,sliding,100,sudden,0.2500,1.0000,0.4000,26.00,44898.00,0.002641,247.5000,531.6667,0.5000
newsgroups,padd,sliding,100,gradual,0.2500,1.0000,0.4000,100.00,10459.00,0.002641,247.5000,531.6667,0.5000
newsgroups,padd,sliding,100,recurring,0.0000,0.0000,0.0000,nan,nan,0.002641,247.5000,531.6667,0.5000
